ID,Year of Birth,Education Level,Marital Status,Annual Salary,Children at Home,Teenagers at Home,Registration Date,Days Since Last Purchase,Spending on Electronics,Spending on Toys,Spending on Furniture,Spending on Utilities,Spending on Food,Spending on Clothing,Number of Discount Purchases,Number of Web Purchases,Number of Catalog Purchases,Number of Store Purchases,Number of Website Visits per Month,Purchase in Campaign 1,Purchase in Campaign 2,Purchase in Campaign 3,Purchase in Campaign 4,Purchase in Campaign 5,Purchased,Country
2874,1988,,Divorced,35388.0,1,0,03/07/2020,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,Spain
3667,1969,,Single,80952.0,0,0,02/01/2023,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,Germany
3697,1954,,Married,39898.0,0,1,02/11/2020,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,Chile
9955,1954,,Married,39898.0,0,1,02/11/2020,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,United States
5320,1973,Master's,Divorced,44051.0,1,1,1/07/2023,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,Spain
6422,1954,,Single,86718.0,0,0,1/02/2023,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,Argentina
3690,1986,Master's,Single,80141.0,0,0,01/11/2020,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,United States
2408,1976,,Single,58597.0,1,1,11/04/2022,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,Argentina
9260,1945,Doctorate,Single,70356.0,0,0,11/05/2019,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,Chile
9648,1967,,Single,46904.0,1,1,11/03/2019,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,United States
4939,1946,,Married,37760.0,0,0,8/08/2022,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,
8652,1946,,Married,37760.0,0,0,8/08/2022,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,Spain
4702,1964,,Single,61839.0,0,0,08/11/2019,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,United States
2587,1972,Doctorate,Single,29791.0,1,0,5/03/2021,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,Brazil
2811,1963,Doctorate,Single,48918.0,1,1,04/11/2018,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,United States
9150,1963,Doctorate,Single,48918.0,1,1,04/11/2018,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,United States
10127,1965,,Single,58692.0,0,1,04/06/2018,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,Chile
5493,1976,,Single,39356.0,1,1,3/04/2021,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,United States
2666,1972,Master's,Single,76234.0,0,1,02/06/2018,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,Chile
10099,1984,,Single,55434.0,1,0,10/05/2020,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,Spain
10562,1946,Master's,Single,66835.0,0,0,09/01/2023,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,Argentina
7881,1946,Master's,Single,66835.0,0,0,09/01/2023,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,United States
6721,1951,,Single,71965.0,0,1,7/07/2023,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,Chile
5204,1971,,Married,74538.0,0,0,6/07/2023,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,United States
5209,1954,,Divorced,50002.0,0,1,6/02/2023,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,Spain
10128,1958,,Married,53977.0,0,1,06/08/2020,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,Chile
9284,1958,,Married,53977.0,0,1,06/08/2020,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,United States
8643,1971,,Married,69930.0,0,0,5/03/2023,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,Argentina
1685,1967,Doctorate,Married,62981.0,0,0,3/02/2023,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,Chile
2877,1974,Master's,Married,46014.0,1,1,01/01/2023,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,Spain
8369,1987,,Married,18227.0,1,0,11/08/2019,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,United States
6233,1976,,Single,65991.0,0,1,09/07/2019,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,United States
195,1972,,Single,38808.0,1,0,8/03/2022,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,United States
1501,1982,Doctorate,Single,160803.0,0,0,08/04/2019,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,
10846,1978,Master's,Single,43783.0,1,0,5/07/2021,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,Chile
8341,1969,Doctorate,Single,30396.0,1,0,4/02/2021,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,United States
10766,1964,Doctorate,Single,65526.0,0,1,04/11/2018,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,United States
9971,1964,Doctorate,Single,65526.0,0,1,04/11/2018,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,Spain
1740,1944,,Single,55956.0,0,0,04/07/2018,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,United States
8737,1978,,Divorced,55563.0,0,1,04/05/2018,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,United States
6466,1965,Doctorate,Single,57236.0,1,1,03/11/2018,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,United States
10430,1973,,Divorced,89694.0,1,1,10/09/2020,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,Brazil
8773,1971,Master's,Married,57420.0,0,1,6/04/2023,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,
2371,1972,,Single,33622.0,1,1,4/07/2023,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,Germany
7786,1986,Doctorate,Single,29999.0,1,0,2/07/2023,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,United States
4088,1962,Doctorate,Married,31497.0,0,1,12/06/2019,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,United States
4971,1962,Doctorate,Married,31497.0,0,1,12/06/2019,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,Spain
10560,1980,Doctorate,Single,36802.0,1,0,6/03/2021,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,United States
6892,1968,,Divorced,61671.0,0,1,06/03/2018,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,United States
11004,1893,,Single,60182.0,0,1,5/02/2021,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,Spain
1818,1971,Doctorate,Married,29732.0,1,0,3/04/2021,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,Chile
9485,1986,Doctorate,Single,45921.0,0,0,03/10/2018,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,Spain
6646,1984,,Married,16529.0,1,0,03/01/2018,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,Chile
4248,1960,Master's,Single,98777.0,0,0,2/02/2021,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,United States
7451,1960,Master's,Single,98777.0,0,0,2/02/2021,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,United States
7861,1952,Master's,Single,77027.0,0,1,02/05/2018,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,United States
5232,1965,,Single,69139.0,0,1,1/03/2021,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,United States
3011,1965,,Single,69139.0,0,1,1/03/2021,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,Spain
5758,1982,,Single,65169.0,0,0,1/02/2021,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,United States
2173,1952,,Divorced,40049.0,0,1,10/01/2023,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,United States
10711,1945,,Single,69755.0,0,0,10/02/2020,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,Spain
8268,1961,Doctorate,Single,,0,1,07/11/2020,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,Chile
2782,1961,Doctorate,Single,54456.0,0,1,07/11/2020,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,United States
9432,1977,,Married,666666.0,1,0,06/02/2020,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,Spain
5872,1951,,Single,60689.0,0,1,06/01/2020,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,
11187,1978,,Single,26487.0,1,0,05/05/2022,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,Chile
2428,1970,,Single,28164.0,1,0,05/04/2020,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,Germany
1726,1970,,Single,22585.0,0,0,03/05/2022,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,United States
1802,1971,,Single,64795.0,0,1,1/02/2023,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,United States
1162,1987,Doctorate,Single,42000.0,0,0,01/10/2020,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,United States
10643,1987,Doctorate,Single,42000.0,0,0,01/10/2020,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,Brazil
11112,1966,,Married,70713.0,0,1,12/03/2019,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,United States
2114,1946,Doctorate,Single,82800.0,0,0,11/04/2022,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,
4261,1946,Doctorate,Single,82800.0,0,0,11/04/2022,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,Spain
2457,1975,,Single,30801.0,0,1,10/03/2022,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,United States
2495,1974,Master's,Single,83891.0,0,1,06/04/2022,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,United States
6983,1950,Master's,Divorced,38054.0,1,1,05/01/2018,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,Argentina
3436,1969,,Single,14045.0,1,0,1/03/2021,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,United States
7505,1957,Doctorate,Single,44155.0,1,1,1/04/2021,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,United States
4286,1970,Doctorate,Single,57642.0,0,1,01/09/2018,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,Argentina
7224,1977,,Single,31353.0,1,1,12/07/2023,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,Argentina
6215,1977,,Single,31353.0,1,1,12/07/2023,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,Spain
968,1968,Master's,Divorced,41335.0,1,0,12/03/2023,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,Brazil
4096,1968,Master's,Divorced,41335.0,1,0,12/03/2023,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,
3153,1957,Doctorate,Single,40737.0,2,1,12/08/2020,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,Spain
6504,1975,,Married,19789.0,1,0,11/05/2022,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,United States
5329,1949,Doctorate,Divorced,35946.0,1,1,9/03/2023,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,Brazil
1175,1983,Master's,Single,36262.0,0,0,09/05/2022,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,United States
1377,1954,Master's,Divorced,44551.0,0,1,8/08/2023,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,Spain
4607,1959,,Married,71367.0,0,0,8/04/2023,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,United States
4944,1959,,Married,71367.0,0,0,8/04/2023,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,United States
9483,1959,,Married,57957.0,0,1,08/01/2023,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,Chile
1378,1972,,Married,50334.0,0,1,07/01/2023,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,Spain
5991,1949,Master's,Single,48150.0,0,1,06/08/2020,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,Germany
2807,1969,,Single,56796.0,0,1,02/01/2023,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,United States
1052,1969,,Single,56796.0,0,1,02/01/2023,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,Brazil
9760,1963,Doctorate,Divorced,52278.0,0,1,1/04/2023,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,Spain
7101,1963,Doctorate,Divorced,52278.0,0,1,1/04/2023,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,United States
9909,1996,,Single,7500.0,0,0,11/09/2019,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,Brazil
5907,1952,Master's,Single,33444.0,1,1,11/03/2019,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,United States
793,1973,,Single,20895.0,1,0,10/06/2019,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,Brazil
8832,1976,Master's,Married,37509.0,1,0,09/11/2019,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,Germany
2535,1978,Master's,Single,88097.0,1,0,8/04/2022,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,United States
1523,1973,,Single,59041.0,1,1,05/07/2018,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,Spain
1839,1974,,Single,43322.0,0,0,4/04/2021,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,Argentina
9972,1955,Doctorate,Married,46015.0,1,1,4/07/2021,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,Spain
2945,1955,Doctorate,Married,46015.0,1,1,4/07/2021,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,Chile
9291,1959,Master's,Single,34242.0,0,1,3/04/2021,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,United States
2829,1955,,Single,65210.0,0,1,03/10/2018,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,Chile
8594,1958,Doctorate,Divorced,50520.0,0,1,1/03/2021,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,United States
1592,1970,,Single,90765.0,0,0,1/04/2021,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,Chile
4310,1944,,Single,80589.0,0,0,1/04/2021,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,Brazil
6950,1958,Master's,Single,49572.0,1,1,12/03/2023,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,Chile
8492,1978,,Married,75437.0,0,0,11/09/2020,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,United States
5684,1971,Master's,Divorced,44635.0,1,1,10/11/2020,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,United States
5909,1964,,Single,58512.0,0,1,09/01/2023,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,Germany
9855,1952,Doctorate,Single,62000.0,0,1,8/04/2023,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,United States
975,1956,,Single,54252.0,1,1,05/01/2023,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,Brazil
8754,1974,Doctorate,Married,45068.0,0,1,05/01/2023,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,United States
1456,1979,,Single,60474.0,0,1,04/01/2020,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,Argentina
2849,1979,,Single,60474.0,0,1,04/01/2020,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,Chile
9984,1981,,Single,56337.0,1,1,3/03/2023,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,United States
5527,1987,,Married,22434.0,1,0,2/07/2023,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,United States
5628,1982,,Married,61416.0,0,0,02/08/2020,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,
7627,1975,Master's,Single,92163.0,0,0,12/04/2019,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,United States
1351,1956,Master's,Married,58656.0,0,1,9/04/2022,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,United States
10629,1973,,Single,,1,0,9/02/2022,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,Germany
10395,1986,,Single,8940.0,1,0,8/04/2022,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,United States
6961,1974,,Single,26751.0,2,0,5/04/2021,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,United States
10196,1978,,Single,71427.0,2,0,03/11/2020,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,
6182,1984,,Married,26646.0,1,0,02/10/2018,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,
10432,1974,,Divorced,19346.0,1,0,1/02/2021,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,Chile
1542,1975,,Single,56243.0,1,2,12/02/2023,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,
4220,1970,Doctorate,Single,59892.0,0,1,11/02/2020,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,Chile
4141,1965,,Married,71613.0,0,0,08/01/2023,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,
1940,1986,,Single,25252.0,1,0,07/11/2020,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,Brazil
1506,1975,,Single,42160.0,1,1,06/01/2023,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,United States
6347,1979,,Single,15862.0,1,0,6/03/2023,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,United States
1361,1974,Master's,Single,82584.0,0,0,06/04/2020,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,United States
9422,1989,,Single,38360.0,1,0,5/08/2023,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,Brazil
1081,1957,Doctorate,Single,75283.0,1,2,3/03/2023,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,Spain
7458,1956,Master's,Married,34941.0,1,1,03/06/2020,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,Brazil
1012,1952,,Single,61823.0,0,1,02/05/2022,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,Brazil
5453,1956,Master's,Single,90226.0,0,0,9/03/2022,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,Spain
6818,1974,,Single,44989.0,0,1,09/11/2019,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,United States
7807,1974,,Single,44989.0,0,1,09/12/2018,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,United States
7532,1980,,Single,43586.0,0,1,8/02/2022,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,Germany
8346,1974,,Single,32233.0,1,0,8/04/2022,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,United States
5564,1969,,Married,62882.0,0,1,08/09/2019,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,Brazil
3267,1963,Master's,Married,57288.0,0,1,6/04/2021,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,Chile
3091,1981,,Married,75774.0,1,0,05/02/2018,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,Spain
762,1981,,Married,75774.0,1,0,05/02/2018,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,United States
8029,1988,Master's,Single,90247.0,0,0,4/07/2021,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,
4376,1960,,Single,32218.0,0,0,2/03/2021,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,United States
10981,1988,,Single,84219.0,0,0,02/02/2018,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,Spain
486,1988,,Single,84219.0,0,0,02/02/2018,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,Chile
1158,1966,,Divorced,48877.0,0,1,01/05/2018,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,United States
9119,1950,,Married,60905.0,0,1,12/05/2020,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,
6694,1964,,Single,75236.0,0,1,11/04/2023,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,United States
10573,1953,,Divorced,62551.0,0,0,11/05/2022,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,Argentina
10140,1983,Doctorate,Married,70123.0,0,0,09/01/2023,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,Argentina
2286,1962,,Single,50785.0,1,1,09/10/2020,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,Chile
8420,1970,,Single,15315.0,0,0,08/03/2020,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,United States
10065,1970,,Single,15315.0,0,0,08/03/2020,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,United States
1029,1970,Doctorate,Married,64413.0,0,1,08/01/2020,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,United States
4207,1981,Doctorate,Single,87171.0,0,0,05/01/2020,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,United States
10277,1961,,Single,30081.0,0,1,02/01/2023,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,United States
4436,1976,,Single,20180.0,0,0,02/05/2022,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,United States
2929,1976,,Single,20180.0,0,0,02/05/2022,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,United States
6281,1966,,Divorced,55686.0,0,1,2/02/2023,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,United States
10390,1959,,Single,26887.0,0,1,02/10/2020,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,United States
2574,1977,Doctorate,Single,61996.0,0,1,1/08/2023,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,United States
709,1952,,Divorced,51537.0,0,1,12/09/2019,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,Spain
5955,1962,,Married,72025.0,0,0,11/02/2022,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,United States
8486,1971,Master's,Married,30538.0,1,0,10/01/2019,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,United States
10343,1991,,Single,61618.0,0,0,09/09/2022,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,Argentina
6652,1965,,Single,77343.0,0,0,06/09/2018,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,Chile
8746,1989,,Single,75433.0,1,0,04/05/2018,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,United States
4686,1962,Doctorate,Divorced,82571.0,0,0,04/02/2018,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,United States
3551,1954,Master's,Married,60033.0,0,1,3/07/2021,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,United States
4338,1983,,Single,39062.0,1,0,3/04/2021,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,United States
4444,1972,,Single,30023.0,1,0,3/04/2021,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,United States
498,1970,,Single,30015.0,1,0,02/02/2018,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,United States
8230,1980,,Single,33228.0,1,0,1/04/2021,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,United States
2826,1967,,Single,22574.0,2,1,10/01/2023,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,United States
6222,1967,,Single,22574.0,2,1,10/01/2023,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,United States
7352,1957,,Single,55267.0,0,1,10/01/2023,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,Chile
10928,1958,,Married,66886.0,0,1,09/01/2023,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,United States
10736,1971,,Single,72258.0,0,1,09/11/2020,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,Chile
10163,1984,Doctorate,Single,82733.0,0,0,09/10/2020,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,United States
6168,1963,,Divorced,45146.0,1,1,7/03/2023,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,Argentina
4656,1990,,Single,51250.0,1,0,3/02/2023,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,Spain
626,1951,,Single,32871.0,1,1,03/09/2020,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,
3870,1978,,Married,63855.0,0,0,02/09/2020,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,Germany
6299,1968,Doctorate,Divorced,42564.0,0,1,01/02/2020,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,Chile
7798,1972,,Married,46344.0,0,1,12/02/2022,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,Chile
9973,1963,,Single,50437.0,0,2,10/02/2022,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,United States
4299,1960,,Married,70971.0,0,1,9/04/2022,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,United States
10971,1977,,Single,37774.0,2,0,09/03/2019,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,United States
9931,1963,Doctorate,Single,4023.0,1,1,6/04/2021,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,United States
6679,1966,,Single,33279.0,0,0,06/11/2020,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,United States
5961,1978,,Single,42693.0,1,0,06/07/2018,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,United States
6255,1952,Master's,Married,70545.0,0,1,06/03/2018,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,Brazil
8614,1957,,Divorced,65486.0,0,1,05/11/2020,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,Brazil
